word,n,sent
sexy,11,33
stolen,11,-22
successful,11,33
tears,11,-22
accidentally,10,-20
amused,10,30
avoid,10,-10
backing,10,20
blah,10,-20
bomb,10,-10
bored,10,-20
cancelled,10,-10
commit,10,10
confidence,10,20
crush,10,-10
cuts,10,-10
damage,10,-30
distracted,10,-20
enthusiastic,10,30
excellent,10,30
fascinating,10,30
frustration,10,-20
grace,10,10
happiness,10,30
laughed,10,10
loose,10,-30
miracle,10,40
regret,10,-20
relieved,10,20
revenge,10,-20
satisfied,10,20
scare,10,-20
solid,10,20
strength,10,20
agree,9,9
agreement,9,9
arrested,9,-27
ashamed,9,-18
breathtaking,9,45
celebrate,9,27
comfort,9,18
crime,9,-27
destroy,9,-27
dirt,9,-18
forced,9,-9
friendly,9,18
growing,9,9
haha,9,27
hurts,9,-18
intelligent,9,18
interrupts,9,-18
lobby,9,-18
popular,9,27
puzzled,9,-18
reach,9,9
sentence,9,-18
skeptical,9,-18
starving,9,-18
struggle,9,-18
struggling,9,-18
stunned,9,-18
terribly,9,-27
urgent,9,-9
wasting,9,-18
admire,8,24
bastard,8,-40
bitch,8,-40
bold,8,16
charming,8,24
depressed,8,-16
destroyed,8,-24
fool,8,-16
forgotten,8,-8
greatest,8,24
greeting,8,8
guilty,8,-24
healthy,8,16
helpful,8,16
insult,8,-16
lied,8,-16
loving,8,16
misunderstanding,8,-16
mock,8,-16
mocking,8,-16
murder,8,-16
pleasant,8,24
pretends,8,-8
safe,8,8
solved,8,8
suffer,8,-16
united,8,8
winner,8,32
anxious,7,-14
backs,7,7
bright,7,7
commitment,7,14
darkness,7,-7
demanding,7,-7
disappointment,7,-14
disaster,7,-14
drunk,7,-14
encouraged,7,14
escape,7,-7
gleeful,7,21
guilt,7,-21
hates,7,-21
impatient,7,-14
irony,7,-7
moron,7,-21
obsessed,7,14
panic,7,-21
poison,7,-14
refuse,7,-14
relaxed,7,14
shock,7,-14
sigh,7,-14
solve,7,7
thoughtful,7,14
threatening,7,-14
unhappy,7,-14
worn,7,-7
accomplished,6,12
admiring,6,18
anger,6,-18
apologized,6,-6
blocked,6,-6
bothered,6,-12
bothers,6,-12
brilliant,6,24
capable,6,6
chances,6,12
choke,6,-12
courtesy,6,12
criminal,6,-18
disgusted,6,-18
exasperated,6,12
frightened,6,-12
frustrating,6,-12
greet,6,6
hurting,6,-12
insulted,6,-12
intense,6,6
jackass,6,-24
mature,6,12
meaningless,6,-12
odd,6,-12
penalty,6,-12
powerful,6,12
rage,6,-12
reached,6,6
reaching,6,6
recommend,6,12
ruining,6,-12
scary,6,-12
startled,6,-12
tension,6,-6
thrilled,6,30
weary,6,-12
worthy,6,12
ability,5,10
accused,5,-10
affected,5,-5
backed,5,5
bastards,5,-25
bizarre,5,-10
carefully,5,10
charm,5,15
choking,5,-10
classy,5,15
committed,5,5
confusing,5,-10
convinced,5,5
cries,5,-10
cynical,5,-10
danger,5,-10
delighted,5,15
disappears,5,-5
disgust,5,-15
disturb,5,-10
disturbing,5,-10
drag,5,-5
dreams,5,5
dumped,5,-10
dumps,5,-5
enjoys,5,10
entitled,5,5
exhausted,5,-10
faith,5,5
focused,5,10
furious,5,-15
gain,5,10
grateful,5,15
helps,5,10
hesitant,5,-10
hid,5,-5
hiding,5,-5
hopeful,5,10
ignore,5,-5
ignores,5,-5
illness,5,-10
injured,5,-10
ironic,5,-5
justice,5,10
lazy,5,-5
legal,5,5
lonely,5,-10
lunatic,5,-15
matters,5,5
murderer,5,-10
pity,5,-10
pray,5,5
proudly,5,10
rash,5,-10
rejected,5,-5
selfish,5,-15
snubbed,5,-10
solution,5,5
stabbed,5,-10
stall,5,-10
suck,5,-15
suicide,5,-10
threatened,5,-10
tragic,5,-10
victim,5,-15
warning,5,-15
wins,5,20
aboard,4,4
approval,4,8
arrest,4,-8
betrayed,4,-12
bitches,4,-20
celebrating,4,12
challenge,4,-4
cheat,4,-12
cheer,4,8
cheerful,4,8
clever,4,8
cried,4,-8
delayed,4,-4
demand,4,-4
destroying,4,-12
determined,4,8
disorder,4,-8
dizzy,4,-4
doubtful,4,-4
downcast,4,-8
dread,4,-8
enemy,4,-8
evil,4,-12
excitement,4,12
exposed,4,-4
extend,4,4
failed,4,-8
fails,4,-8
forgive,4,4
fraud,4,-16
funky,4,8
funnier,4,16
gross,4,-8
heaven,4,8
hero,4,8
hesitate,4,-8
hilarious,4,8
honor,4,8
hopes,4,8
horrified,4,-12
humiliated,4,-12
inadequate,4,-8
integrity,4,8
interrupt,4,-8
inviting,4,4
jeopardy,4,-8
jesus,4,4
lawsuit,4,-8
miserable,4,-12
postpone,4,-4
progress,4,8
promote,4,4
prospects,4,4
recommended,4,8
refused,4,-8
resigned,4,-4
resolve,4,8
shattered,4,-8
significant,4,4
sincere,4,8
smarter,4,8
sophisticated,4,8
stunning,4,16
suing,4,-8
suspect,4,-4
sympathetic,4,8
tense,4,-8
threat,4,-8
tops,4,8
torture,4,-16
tragedy,4,-8
triumphant,4,16
trusted,4,8
unemployment,4,-8
unimpressed,4,-8
useless,4,-8
vision,4,4
winning,4,16
worthless,4,-8
abducted,3,-6
absorbed,3,3
accepted,3,3
accomplish,3,6
accusing,3,-6
ache,3,-6
adventure,3,6
aggravated,3,-6
aghast,3,-6
amazed,3,6
anguished,3,-9
anticipation,3,3
apologizing,3,-3
appreciates,3,6
appreciation,3,6
beaten,3,-6
beating,3,-3
blaming,3,-6
brave,3,6
bribe,3,-9
charges,3,-6
clueless,3,-6
complain,3,-6
confident,3,6
conflict,3,-6
criticizing,3,-6
curse,3,-3
damned,3,-12
delay,3,-3
devastated,3,-6
dilemma,3,-3
disappear,3,-3
disappeared,3,-3
dislike,3,-6
dismayed,3,-6
dispute,3,-6
ease,3,6
encourage,3,6
envy,3,-3
fail,3,-6
failure,3,-6
fascinated,3,9
favors,3,6
flustered,3,-6
fools,3,-6
freedom,3,6
gained,3,6
generous,3,6
glory,3,6
granted,3,3
grave,3,-6
hahaha,3,9
harm,3,-6
harsh,3,-6
hides,3,-3
honour,3,6
hopeless,3,-6
insecure,3,-6
intimidating,3,-6
itchy,3,-6
jewel,3,3
jocular,3,6
keen,3,3
kills,3,-9
leak,3,-3
loss,3,-9
lowest,3,-3
meaningful,3,6
menace,3,-6
moans,3,-6
myth,3,-3
nonsense,3,-6
outraged,3,-9
panicked,3,-9
prepared,3,3
protect,3,3
punish,3,-6
safety,3,3
scoop,3,9
scream,3,-6
screamed,3,-6
secure,3,6
shared,3,3
shocking,3,-6
shy,3,-3
slash,3,-6
soothing,3,9
steals,3,-6
stressed,3,-6
strikes,3,-3
struggles,3,-6
success,3,6
suffering,3,-6
sunshine,3,6
supportive,3,6
sympathy,3,6
tender,3,6
terrified,3,-9
tortured,3,-12
trap,3,-3
trapped,3,-6
troubles,3,-6
unsure,3,-3
verdict,3,-3
vibrant,3,9
vitamin,3,3
warn,3,-6
warned,3,-6
wasted,3,-6
worrying,3,-9
wreck,3,-6
yearning,3,3
abilities,2,4
abuse,2,-6
accepting,2,2
accepts,2,2
accidents,2,-4
admitted,2,-2
adopt,2,2
advantages,2,4
affectionate,2,6
aggressive,2,-4
allergic,2,-4
amusement,2,6
animosity,2,-4
anxiety,2,-4
apologise,2,-2
astonished,2,4
astounded,2,6
astounding,2,6
attacks,2,-2
attract,2,2
attractions,2,4
averted,2,-2
avoided,2,-2
badly,2,-6
banned,2,-4
battle,2,-2
beauties,2,6
beautifully,2,6
beloved,2,6
blamed,2,-4
blessing,2,6
blocking,2,-2
bloody,2,-6
bummer,2,-4
calmed,2,4
cheated,2,-6
cheater,2,-6
cheers,2,4
cleared,2,2
collide,2,-2
colliding,2,-2
comforting,2,4
committing,2,2
contender,2,-2
cramp,2,-2
creative,2,4
criminals,2,-6
crisis,2,-6
criticism,2,-4
cruel,2,-6
daring,2,4
deception,2,-6
defenseless,2,-4
delight,2,6
delights,2,6
depressing,2,-4
deride,2,-4
desperately,2,-6
disappoint,2,-4
disguise,2,-2
disregard,2,-4
dissatisfied,2,-4
dragged,2,-2
dull,2,-4
eager,2,4
ecstatic,2,8
eerie,2,-4
effective,2,4
embrace,2,2
exaggerating,2,-4
expand,2,2
expose,2,-2
extends,2,2
fakes,2,-6
fame,2,2
fearing,2,-4
fidgety,2,-4
firing,2,-4
flees,2,-2
flu,2,-4
fortunate,2,4
frightening,2,-6
fuck,2,-8
ghost,2,-2
gracious,2,6
greed,2,-6
greedy,2,-4
greets,2,2
helpless,2,-4
heroes,2,4
horrendous,2,-6
humiliation,2,-6
humorous,2,4
humour,2,4
hunger,2,-4
imbecile,2,-6
impress,2,6
impressive,2,6
indifferent,2,-4
insanity,2,-4
inspiration,2,4
inspired,2,4
insulting,2,-4
insults,2,-4
interests,2,2
lame,2,-4
landmark,2,4
legally,2,2
lifesaver,2,8
litigious,2,-4
loyal,2,6
manipulation,2,-2
medal,2,6
misery,2,-4
moan,2,-4
moaning,2,-4
moody,2,-2
moping,2,-2
naive,2,-4
nasty,2,-6
needy,2,-4
noisy,2,-2
outrage,2,-6
paradise,2,6
passionate,2,4
persecuted,2,-4
postponed,2,-2
praise,2,6
prevent,2,-2
promoting,2,2
racist,2,-6
reassuring,2,4
recommends,2,4
relieve,2,2
remarkable,2,4
remorse,2,-4
resolved,2,4
reward,2,4
riot,2,-4
sentences,2,-4
shit,2,-8
sincerely,2,4
sincerity,2,4
smog,2,-4
somber,2,-4
stable,2,4
starved,2,-4
stronger,2,4
struck,2,-2
suspected,2,-2
torn,2,-4
traumatic,2,-6
tricked,2,-4
triumph,2,8
tumor,2,-4
uncertain,2,-2
unfocused,2,-4
uptight,2,-4
vexing,2,-4
vicious,2,-4
violated,2,-4
violence,2,-6
violent,2,-6
warmth,2,4
wealthy,2,4
whore,2,-8
wishing,2,2
abandon,1,-2
abhorrent,1,-3
abused,1,-3
accuse,1,-2
aching,1,-2
active,1,1
admired,1,3
admires,1,3
adorable,1,3
adore,1,3
advanced,1,1
affection,1,3
agonised,1,-3
agrees,1,1
alarmed,1,-2
alert,1,-1
annoy,1,-2
annoyance,1,-2
annoys,1,-2
appalled,1,-2
appease,1,2
applaud,1,2
applauds,1,2
appreciated,1,2
apprehensive,1,-2
arrogant,1,-2
assassination,1,-3
asshole,1,-4
attacked,1,-1
attacking,1,-1
attraction,1,2
authority,1,1
avid,1,2
avoids,1,-1
award,1,3
axe,1,-1
bamboozled,1,-2
barrier,1,-2
betray,1,-3
betraying,1,-3
bias,1,-1
blames,1,-2
blurry,1,-2
boost,1,1
bore,1,-2
boycotting,1,-2
breakthrough,1,3
bullshit,1,-4
bully,1,-2
cancelling,1,-1
cautious,1,-1
censor,1,-2
chaos,1,-2
chaotic,1,-2
charged,1,-3
cheats,1,-3
cheering,1,2
cheery,1,3
childish,1,-2
choked,1,-2
cocky,1,-2
collapse,1,-2
collapsed,1,-2
collision,1,-2
combat,1,-1
compassionate,1,2
competitive,1,2
complained,1,-2
confuse,1,-2
congratulate,1,2
consent,1,2
conspiracy,1,-3
contagious,1,-1
contemptuously,1,-2
contend,1,-1
convince,1,1
corpse,1,-1
costly,1,-2
courageous,1,2
courteous,1,2
crestfallen,1,-2
crushing,1,-1
darkest,1,-2
debonair,1,2
deceitful,1,-3
decisive,1,1
defeated,1,-2
defects,1,-3
defer,1,-1
dejected,1,-2
demands,1,-1
denied,1,-2
deny,1,-2
denying,1,-2
derision,1,-2
desire,1,1
destructive,1,-3
detention,1,-2
devastating,1,-2
diamond,1,1
dirtier,1,-2
discarded,1,-1
discouraged,1,-2
disgrace,1,-2
disguised,1,-1
disorganized,1,-2
disoriented,1,-2
disputes,1,-2
disqualified,1,-2
disruptive,1,-2
distorted,1,-2
distract,1,-2
distress,1,-2
distressing,1,-2
doomed,1,-2
drags,1,-1
dreaded,1,-2
embarrass,1,-2
embarrassment,1,-2
encouragement,1,2
endorsement,1,2
energetic,1,2
engages,1,1
engrossed,1,1
entrusted,1,2
error,1,-2
exaggerate,1,-2
exclude,1,-1
failing,1,-2
failures,1,-2
fallen,1,-2
fascinates,1,3
fatigues,1,-2
favorites,1,2
fearful,1,-2
fearless,1,2
feeble,1,-2
festive,1,2
fitness,1,1
fraudulent,1,-4
fright,1,-2
frowning,1,-1
funerals,1,-1
glamorous,1,3
glee,1,3
glorious,1,2
goodness,1,3
grant,1,1
gray,1,-1
greeted,1,1
grey,1,-1
grief,1,-2
growth,1,2
hail,1,2
hardship,1,-2
hardy,1,2
harmful,1,-2
hating,1,-3
haunted,1,-2
haunting,1,1
havoc,1,-2
heartfelt,1,3
hooligan,1,-2
hopelessness,1,-2
hostile,1,-2
hysteria,1,-3
idiotic,1,-3
ignorance,1,-2
ignorant,1,-2
importance,1,2
impose,1,-1
improve,1,2
incapable,1,-2
incompetence,1,-2
inconsiderate,1,-2
inconvenience,1,-2
inconvenient,1,-2
increase,1,1
increased,1,1
indifference,1,-2
infected,1,-2
inferior,1,-2
insensitivity,1,-2
insignificant,1,-2
inspire,1,2
interrogated,1,-2
interrupted,1,-2
intimidate,1,-2
intimidated,1,-2
intimidation,1,-2
intrigues,1,1
invulnerable,1,2
irresponsible,1,2
irritate,1,-3
irritating,1,-3
isolated,1,-1
jolly,1,2
jovial,1,2
joyful,1,3
joyless,1,-2
joyous,1,3
jubilant,1,3
lack,1,-2
lagging,1,-2
leaked,1,-1
liars,1,-3
livid,1,-2
loathe,1,-3
lol,1,3
longing,1,-1
madly,1,-3
manipulated,1,-1
manipulating,1,-1
marvel,1,3
marvelous,1,3
melancholy,1,-2
messed,1,-2
misinterpreted,1,-2
misread,1,-1
mistaken,1,-2
mistakes,1,-2
mistaking,1,-2
misunderstood,1,-2
mocked,1,-2
mocks,1,-2
mongering,1,-2
mope,1,-1
motivated,1,2
motivation,1,1
mourned,1,-2
murdering,1,-3
nerves,1,-1
nifty,1,2
noble,1,2
numb,1,-1
obnoxious,1,-3
obscene,1,-2
obsolete,1,-2
obstacles,1,-2
offend,1,-2
offends,1,-2
oppressed,1,-2
overload,1,-1
overlooked,1,-1
pained,1,-2
panics,1,-3
peaceful,1,2
perjury,1,-3
perplexed,1,-2
piqued,1,-2
pissed,1,-4
playful,1,2
polluted,1,-2
possessive,1,-2
postponing,1,-1
praising,1,3
pressured,1,-2
prisoner,1,-2
prisoners,1,-2
prominent,1,2
promoted,1,1
propaganda,1,-2
prospect,1,1
protesting,1,-2
punishes,1,-2
questionable,1,-2
questioned,1,-1
questioning,1,-1
racism,1,-3
reassure,1,1
regretful,1,-2
reject,1,-1
rejecting,1,-1
rejects,1,-1
relishing,1,2
repulsed,1,-2
resentful,1,-2
restless,1,-2
restricted,1,-2
rig,1,-1
rigorous,1,3
rob,1,-2
robber,1,-2
robust,1,2
romance,1,2
saddened,1,-2
sadly,1,-2
safely,1,1
scandal,1,-3
scandals,1,-3
seduced,1,-1
sentenced,1,-2
severe,1,-2
shamed,1,-2
shocks,1,-2
significance,1,1
skeptic,1,-2
slam,1,-2
slick,1,2
sluggish,1,-2
slut,1,-5
smiled,1,2
snubbing,1,-2
solemn,1,-1
solidarity,1,2
spark,1,1
sparkle,1,3
spirited,1,2
splendid,1,3
stab,1,-2
stalling,1,-2
stimulating,1,2
stingy,1,-2
strangely,1,-1
strangled,1,-2
struggled,1,-2
stubborn,1,-2
suave,1,2
sucks,1,-3
suffers,1,-2
sulking,1,-2
superior,1,2
supported,1,2
supports,1,2
survivor,1,2
suspects,1,-1
suspended,1,-1
swearing,1,-2
swears,1,-2
terrorize,1,-3
terrorized,1,-3
thankful,1,2
threaten,1,-2
trembling,1,-2
unacceptable,1,-2
unbelieving,1,-1
uneasy,1,-2
unfair,1,-2
unhealthy,1,-2
unmatched,1,1
unsettled,1,-1
unstoppable,1,2
upsetting,1,-2
vague,1,-2
victims,1,-3
vigilant,1,3
visions,1,1
vitality,1,3
vulnerable,1,-2
warnings,1,-3
weeping,1,-2
wishes,1,1
wooo,1,4
wronged,1,-2
youthful,1,2
